tipo,scenario,symbol,trades,avg_pct,median_pct,pf,dd_pct,pnl
scenario,S82_SL5_TP8,,301,0.6773126170658148,-0.2,1.4740031350294212,-37.527732057464455,2038.710977368103
scenario,S82_SL6_TP10,,284,0.7001031020191291,-0.2,1.4338054728441454,-38.57220769516193,1988.2928097343267
scenario,S82_SL6_TP12,,286,0.7357007119417167,-0.2154937931970023,1.42952686454642,-56.37537592818174,2104.1040361533096
scenario,S82_SL6_TP15,,273,0.8261580651190059,-0.2099870168780547,1.5002226418999083,-62.66704233912309,2255.411517774886
scenario,S82_SL6_TP8,,290,0.5171293208617773,-0.2,1.3392453336017154,-41.05412118175295,1499.6750304991544
scenario,S85_SL4_TP10,,275,0.7961274625936342,-0.20999200639488774,1.5888802668517548,-37.5565122326702,2189.3505221324945
scenario,S85_SL4_TP12,,276,1.7705862022989405,-0.2079934184417263,2.3140267213522625,-41.153364174047425,4886.817918345076
scenario,S85_SL4_TP15,,270,1.283585026148381,-0.21997802497076818,1.9349231294772282,-33.321879635480514,3465.6795706006287
scenario,S85_SL4_TP8,,288,1.281509593114845,-0.20998801448239274,1.9496257071120864,-43.74087557296112,3690.747628170754
scenario,S85_SL5_TP10,,274,0.5908853386798472,-0.20998951103837188,1.3848189903216452,-54.99591269061974,1619.0258279827815
scenario,S85_SL5_TP12,,271,0.992546084417386,-0.2,1.6702985576065297,-50.25854996616916,2689.7998887711165
scenario,S85_SL5_TP15,,261,0.8287981719565599,-0.2059998200053979,1.541442814591822,-39.83445941990278,2163.163228806621
scenario,S85_SL5_TP8,,280,0.9899972642606297,-0.20149869613436105,1.6365969934568387,-65.37923933330521,2771.9923399297636
scenario,S85_SL6_TP10,,270,0.6453331115495314,-0.2,1.3993801165984,-65.15881874124403,1742.399401183735
scenario,S85_SL6_TP12,,267,0.8799242127836127,-0.2,1.5480855293160822,-62.81972502033455,2349.3976481322456
