row,scenario,symbol,entry_price,exit_price,return_pct,pnl,gross_return_pct,implicit_cost_pp,nearest_simple_cost,nearest_distance_pp
164,S72_SL4_TP8,NEAR/USDT,1.71,1.747,1.963742690058479,19.63742690058479,2.16374269,0.20000000,0.20,0.00000000
165,S72_SL4_TP8,HOME/USDT,0.00751,0.008110800000000001,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
166,S72_SL4_TP8,USDC/USDT,1.00092,1.00065,-0.2269751828317899,-2.269751828317899,-0.02697518,0.20000000,0.20,0.00000000
167,S72_SL4_TP8,PUMP/USDT,0.002216,0.00212736,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
168,S72_SL4_TP8,OPN/USDT,0.0506,0.054648,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
169,S72_SL4_TP8,ENA/USDT,0.0901,0.091,0.7988901220865599,7.988901220865598,0.99889012,0.20000000,0.20,0.00000000
170,S72_SL4_TP8,ADA/USDT,0.1891,0.1949,2.8671602326811207,28.671602326811207,3.06716023,0.20000000,0.20,0.00000000
171,S72_SL4_TP8,PEPE/USDT,2.91e-06,2.89e-06,-0.8872852233677062,-8.872852233677063,-0.68728522,0.20000000,0.20,0.00000000
172,S72_SL4_TP8,RARE/USDT,0.01207,0.01172,-3.0997514498757317,-30.99751449875732,-2.89975145,0.20000000,0.20,0.00000000
173,S72_SL4_TP8,SUI/USDT,0.6968,0.6912,-1.0036739380022917,-10.036739380022917,-0.80367394,0.20000000,0.20,0.00000000
174,S72_SL4_TP8,BMT/USDT,0.01206,0.01218,0.7950248756218861,7.95024875621886,0.99502488,0.20000000,0.20,0.00000000
175,S72_SL4_TP8,SNDKB/USDT,1289.32,1392.4656,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
176,S72_SL4_TP8,HEI/USDT,0.0879,0.09493200000000002,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
177,S72_SL4_TP8,SPCXB/USDT,114.51,123.67080000000001,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
178,S72_SL4_TP8,EWYB/USDT,162.57,169.92,4.321129359660447,43.21129359660447,4.52112936,0.20000000,0.20,0.00000000
179,S72_SL4_TP8,ACE/USDT,0.0688,0.07430400000000001,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
180,S72_SL4_TP8,USDE/USDT,1.0008,1.0007,-0.20999200639488774,-2.0999200639488773,-0.00999201,0.20000000,0.20,0.00000000
181,S72_SL4_TP8,PORTAL/USDT,0.01056,0.01085,2.5462121212121325,25.462121212121325,2.74621212,0.20000000,0.20,0.00000000
182,S72_SL4_TP8,PAXG/USDT,4079.17,4200.39,2.7716829649168995,27.716829649168993,2.97168296,0.20000000,0.20,0.00000000
183,S72_SL4_TP8,XAUT/USDT,4072.06,4191.41,2.73094895458319,27.3094895458319,2.93094895,0.20000000,0.20,0.00000000
184,S72_SL4_TP8,MUB/USDT,876.78,919.0,4.61534706539839,46.153470653983895,4.81534707,0.20000000,0.20,0.00000000
185,S72_SL4_TP8,ZEC/USDT,492.45,518.33,5.055355873692768,50.553558736927684,5.25535587,0.20000000,0.20,0.00000000
186,S72_SL4_TP8,BNB/USDT,594.03,602.74,1.2662559130010245,12.662559130010244,1.46625591,0.20000000,0.20,0.00000000
